transcript_id,LNCaP_DHT_RNA_rep1,LNCaP_DHT_RNA_rep2,LNCaP_Veh_RNA_rep1,LNCaP_Veh_RNA_rep2
NR_036564,7.977984,7.72206,8.801287,9.720549
NR_036565,10.200141,9.491055,10.850043,12.828177
NR_036562,0.0,0.0,0.0,0.0
NM_001272071,0.026544,0.016782,0.003154,0.003171
NM_001145408,34.553593,32.842739,29.083374,29.526783
NR_036569,2.453046,2.608845,2.908514,2.754926
NM_001272073,22.154726,0.0,13.162052,25.420599
NM_001272072,0.0,0.195426,0.0,0.110367
NM_001159524,0.02925,0.03206,0.038708,0.027451
NM_001301224,0.0,0.048846,0.073527,0.066156
NM_001301227,0.035549,0.013898,0.032913,0.054851
NM_001159522,0.618635,0.691378,0.716195,0.732984
NM_001301229,12.98011,12.40954,9.407093,11.304143
NM_001301228,1.887081,1.718861,1.506363,1.711708
NM_001291469,0.0,0.0,0.0,0.0
NM_001193508,6.810297,8.61794,7.261559,9.066836
NM_018270,8.963674,9.114935,8.664542,9.007119
NR_111955,0.995324,0.318858,0.352293,0.574533
NR_111954,1.058333,1.04478,0.897925,0.204496
NR_111957,3.213657,2.600931,2.376338,2.661842
NR_111956,0.0,0.0,0.0,0.053873
NR_111951,0.440998,0.406199,0.230223,0.241512
NR_111950,1.20477,1.22173,0.801676,1.075529
NR_111953,0.2813,0.188576,0.901097,0.161564
NR_111952,1.120916,1.201196,1.198447,0.864624
NM_001145400,0.0,0.0,0.0,0.0
NR_111958,1.182288,1.719212,1.764744,2.082336
NM_033053_2,0.0,0.0,0.0,0.0
NM_000746_2,0.028374,0.0,0.022533,0.033396
NR_132378,0.0,0.0,0.0,0.0
NM_001097605,0.070055,0.084036,0.073648,0.072832
NM_001097604,1.967849,0.326145,1.63969,1.801076
NM_018909,0.0,0.0,0.0,0.0
NM_018908,0.0,0.0,0.0,0.0
NM_001097600,0.0,0.0,0.0,0.0
NM_001220494,39.186687,39.298523,37.200989,38.233891
NM_018902,0.0,0.036565,0.0,0.0
NM_001220496,0.19857,0.023916,0.282989,0.113646
NM_018900,0.093169,0.0,0.027044,0.128946
NM_001220490,0.0,0.0,0.0,0.0
NM_001220491,0.0,0.0,0.0,0.0
NM_001220492,0.0,0.0,0.0,0.0
NM_018904,0.0,0.0,0.0,0.0
NM_018918,0.0,0.0,0.0,0.0
NM_001305108,0.86745,0.0,0.0,0.0
NM_012338,0.464406,0.393189,0.468757,0.35752
NM_001305105,2.135218,2.343789,11.304392,11.607135
NR_132379,0.00114,0.0,0.000885,0.0
NM_001145458_5,0.0,0.0,0.0,0.0
NM_001305102,5.551494,5.769391,5.427368,5.866246
NR_126445_4,0.218108,0.041578,0.114636,0.063891
NR_126445_3,0.144217,0.169466,0.291959,0.242951
NR_126445_2,0.0,0.0,0.0,0.0
NM_019058,40.896088,40.761375,40.40395,40.671036
NM_019059,79.655975,77.846367,74.905724,75.972435
NM_019056,19.212051,17.93133,15.067935,17.810677
NM_019054,14.287827,14.709584,13.355099,13.29413
NM_019055,0.0,0.012806,0.0,0.0
NM_019052,0.0,0.0,0.216318,0.0
NM_019053,5.825899,5.99764,5.684526,5.529163
NM_019050,7.872925,7.96415,8.227912,8.47541
NM_019051,44.680161,45.620365,48.841297,49.777412
NM_001003811,0.0,0.0,0.0,0.0
NM_001003810,6.339855,6.470834,5.703142,4.898969
NM_001115016,2.221564,2.557967,1.563978,2.48261
NM_001195388,0.0,0.0,0.0,0.0
NM_001003819,0.038946,0.042615,0.090786,0.15261
NM_001003818,0.039483,0.040138,0.022317,0.029629
NR_110792,0.0,0.0,0.0,0.0
NM_001304477,2.096874,1.953956,1.793047,1.460339
NM_001304476,0.286041,0.398541,0.118954,0.191269
NM_001304474,0.0,0.0,0.0,0.0
NM_001304473,0.0,0.0,0.005325,0.0
NM_001304472,0.0,0.0,0.0,0.0
NM_001291516,0.0,0.0,0.0,0.0
NR_003230,0.0,0.0,0.0,0.0
NR_003231,0.0,0.0,0.0,0.0
NM_001290334,0.0,0.0,0.0,0.0
NM_012331,1.225164,1.179797,1.069071,1.148303
NM_001290332,0.0,0.0,0.0,0.0
NM_001290333,0.0,0.0,0.0,0.0
NM_001290330,0.0,0.0,0.0,0.0
NM_001290331,0.0,0.0,0.0,0.0
NM_001278279,0.0,0.017142,1.395347,0.0
NM_001278278,0.40955,0.290359,0.450461,0.426759
NM_182826,0.0,0.149384,0.0,0.0
NM_001278270,0.0,0.0,0.535449,0.206505
NM_001278273,0.076777,0.078073,0.042684,0.036857
NM_001278275,0.41886,0.552852,0.478148,0.552046
NR_002139_8,0.210574,0.209215,0.223675,0.216256
NM_001278277,0.391069,0.412455,0.334305,0.302728
NM_001278276,0.463553,0.672094,0.632581,0.569125
NM_001453,0.013129,0.014483,0.025119,0.007431
NM_001452,0.0,0.0,0.0,0.0
NM_001451,0.0,0.0,0.0,0.0
NM_001450,0.0,0.0,0.0,0.0
NM_001457,58.435242,56.25499,52.360779,53.371548
NM_001456,24.956467,26.7509,23.050972,24.817822
NM_001455,6.470933,6.519973,7.297569,7.02409
NM_001454,0.063826,0.090024,0.028692,0.042344
NM_006778_8,0.0,0.0,0.0,0.0
NM_001459,0.0,0.0,0.0,0.0
NM_001458,0.00835,0.008925,0.003753,0.00984
NM_001164257,0.233712,0.199068,0.220295,0.16594
NR_073541,0.0,0.00544,0.0,0.0
NM_001276385,1.757219,1.710767,1.7265,1.685147
NM_000321,15.243762,16.067732,15.616381,16.207033
NM_007110,3.256443,3.277199,3.134444,3.191352
NM_007111,11.069282,10.878564,10.172913,10.484596
NM_007112,1.461887,1.954986,1.554257,2.057528
NM_014502,33.826191,33.169262,30.787321,31.717333
NM_000328,1.109361,1.142702,0.977137,1.054342
NM_000329,0.032853,0.050973,0.028672,0.03069
NM_001253908,0.0,0.0,0.0,0.0
NM_001253909,0.0,0.0,0.0,0.009215
NM_001276389,0.0,0.07798,0.0,0.279043
NR_133014,3.314566,3.521028,5.111863,5.34561
NM_001012957,0.056063,0.055616,0.0,0.033964
NM_014500,1.554388,1.876616,1.85629,1.878023
NM_001998,0.0,0.0,0.493853,0.0
NR_133012,3.089445,3.408438,4.350534,3.773456
NR_133013,0.009181,0.0,0.0,0.0
NM_014507,0.282434,0.198789,0.307853,0.179717
NM_001999,0.0,0.0,0.0,0.0
NM_006778_6,0.0,0.0,0.0,0.0
NM_001012958,0.0,0.0,0.0,0.0
NM_001012959,0.0,0.0,0.0,0.0
NM_138797,1.410285,2.091516,1.557135,2.190855
NM_138796,2.943328,3.034785,3.263104,3.110813
NM_138795,10.794258,10.656674,10.075932,10.590596
NM_138794,13.736735,13.006678,21.703203,16.82003
NM_138793,8.370963,7.042565,8.551874,9.011369
NM_138792,12.975754,13.339475,14.184559,14.485825
NM_138790,0.0,0.0,0.0,0.0
NR_002139_6,0.210011,0.209582,0.222013,0.212661
NM_014504,2.338902,2.372532,2.087725,1.970833
NM_138799,31.023985,30.300619,18.474279,18.761719
NM_138798,8.339751,7.395731,8.900431,9.430253
NR_046827,0.0,0.0,0.008167,0.0
NR_046824,0.499577,0.417531,0.295669,0.438274
NM_001195127,0.0,0.0,0.0,0.0
NR_046820,0.0,0.0,0.0,0.0
NM_001972_2,0.0,0.0,0.0,0.0
NR_031680,0.0,0.0,0.0,0.0
NM_001662,22.320944,23.112352,19.011406,19.09211
NM_173059,0.0,0.0,0.0,0.0
NM_181506,0.21536,0.247959,0.158418,0.145129
NM_173050,0.021661,0.033472,0.019636,0.026667
NM_173054,8.499518,8.639108,7.91775,7.972929
NM_021994,19.816525,20.287207,20.074596,20.492077
NM_001297649,1.604634,2.044374,2.098533,2.672002
NM_001297648,0.0,0.0,0.0,0.0
NM_001297647,0.786004,1.505493,1.436884,1.296138
NM_001297646,0.0,0.0,0.0,0.0
NM_001297645,0.168583,0.150929,0.177846,0.224829
NM_001297644,0.902784,0.70195,0.933986,0.824455
NM_001297643,0.249102,0.2089,0.27416,0.256854
NM_001297642,3.772024,2.864606,3.426044,3.727016
NM_001297640,1.85137,1.750744,2.097346,1.672154
NM_001195280,0.0,0.0,0.049707,0.0
NM_001195283,0.016436,0.064578,0.002212,0.270375
NM_001195286,0.0,0.0,0.0,0.0
NM_203305,0.011822,0.010631,0.008979,0.008951
NM_145061,2.27079,2.770804,2.23252,2.603623
NM_001289054,0.203845,0.37937,0.0,0.0
NM_145063,9.08132,8.879217,8.607404,8.856347
NM_006247,12.911589,13.632387,17.139675,17.246174
NM_006246,5.814419,6.763466,5.127975,5.701596
NM_001002029,0.0,0.0,0.0,0.0
NM_182852,0.010512,12.347132,0.1202,0.064534
NM_006243,10.611259,10.819155,9.758057,10.517391
NM_006242,2.657469,2.777443,2.680121,2.755971
NM_006241,4.508278,8.072694,19.214062,20.497362
NR_046084,0.534305,0.578399,0.48703,0.579277
NM_001289051,2.45255,1.106799,1.546724,0.758447
NM_001002021,0.26242,0.33883,0.248571,0.224789
NM_001002020,0.027623,0.0,0.585091,0.595363
NR_034070,0.0,0.0,0.0,0.0
NR_034071,0.0,0.0,0.0,0.0
NR_034072,6.430412,6.666002,6.820804,7.171549
NM_006248,0.002501,0.0,0.0,0.0
NM_001035260,0.597256,1.088741,0.825506,0.860729
NM_001178076,0.718064,0.0,0.16276,0.243321
NM_001035267,135.171082,147.183136,119.573586,118.767914
NR_024106,0.0,0.0,0.0,0.0
NM_001195752,3.859514,2.408849,1.721643,1.007512
NM_001195753,0.131438,1.434555,2.08012,2.6976
NM_001253876,0.07071,0.041297,0.026925,0.049208
NR_031644,0.012758,0.0,0.0,0.0
NR_031645,0.0,0.0,0.0,0.0
NM_032978,0.0,0.0,0.0,0.0
NM_032979,0.0,0.0,0.108063,0.1202
NR_031640,0.0,0.0,0.0,0.0
NR_031641,0.0,0.0,0.0,0.0
NR_031642,0.0,0.0,0.0,0.0
NM_203467,8.62019,7.587122,5.645609,3.196141
NM_001199662,3.167412,3.988878,3.306917,3.004666
NM_001199663,0.049821,0.077874,0.046969,0.0
NM_032970,13.170199,13.42804,12.324659,12.458426
NM_001199661,1.631216,1.974319,1.271145,1.530505
NM_001164781,0.0,0.0,0.0,0.0
NM_001164780,0.0,0.0,0.0,0.0
NM_001199664,0.542511,0.497297,0.499987,0.651173
NM_001164782,0.000841,0.0,0.0,0.0
NM_001004702,0.0,0.0,0.0,0.0
NM_003149,0.074379,0.062463,0.102217,0.129094
NM_001302862,0.0,0.0,0.0,0.0
NM_003142,83.050522,84.758789,87.807678,90.807739
NM_003141,13.775418,13.501608,14.669132,15.598472
NM_001302861,0.0,0.0,0.0,0.0
NM_003147,0.049752,0.062391,0.205324,0.035254
NM_003146,69.207779,68.751678,65.408112,66.550491
NM_003145,71.578552,72.279411,67.696945,66.863029
NM_203463,15.138138,15.363522,6.963848,14.192214
NM_001285447_2,0.089737,0.085931,0.209564,0.08434
NM_198075_2,0.932914,0.929304,0.759303,0.742305
NM_002121_8,0.001933,0.002082,0.002205,0.002172
NM_001002796,0.313767,0.359535,0.620976,0.336481
NM_002121_4,0.001933,0.002082,0.002205,0.002172
NM_001128850,0.0,0.0,0.0,0.021434
NM_001128853,4.126462,4.238604,3.791705,3.134848
NM_001128852,4.92153,3.942482,4.861126,5.023877
NM_001128855,0.609819,0.680849,0.152425,0.0
NM_001128854,4.819688,4.989948,4.120597,3.558377
NM_002121_2,0.004558,0.004155,0.0103,0.00808
NM_002121_3,0.0,0.0,0.0,0.0
NM_001257379,0.0,0.0,0.0,0.0
NM_001257378,0.0,0.0,0.0,0.0
NM_002898,1.578028,1.671033,1.531315,1.613716
NM_002899,0.0,0.114918,0.078292,0.066528
NM_002896,37.352928,37.833324,37.145622,37.025414
NM_002897,0.0,0.0,0.0,0.0
NM_002894,5.102408,6.845352,5.458632,6.939152
NM_001257370,2.410727,2.422361,2.080893,2.150825
NM_002892,4.008657,3.749384,3.404284,3.7825
NM_001257376,0.116028,0.210277,0.114123,0.120545
NM_002890,16.727158,16.265074,16.535637,16.621153
NM_001257374,0.006891,0.018116,0.003966,0.004357
NM_153234,0.00885,0.012746,0.0,0.010591
NM_020442_2,0.052715,0.097303,0.339543,0.16255
NM_020442_3,0.075331,0.348364,0.50506,0.503993
NM_020442_4,0.051391,0.063787,0.334162,0.240334
NM_020442_5,1.782018,1.604098,0.661949,0.480865
NM_020442_6,1.65217,1.47249,0.615105,0.445912
NR_026716_3,0.0,0.0,0.0,0.0
NM_153230,0.0,0.0,0.0,0.0
NR_026716_2,0.0,0.000355,0.0,0.0
NM_001040454,2.906803,3.469151,2.153532,3.066989
NR_033892,0.0,0.0,0.0,0.0
NM_001040456,1.52761,1.497624,2.436352,0.942794
NR_033890,0.01633,0.008498,0.0,0.010318
NM_001040450,3.294728,3.076772,2.271031,2.548312
NM_001040451,3.297903,4.802262,3.897527,2.285431
NM_001040452,4.060859,4.325147,2.500485,2.098569
NM_001040453,4.952024,5.355874,5.532056,5.462314
NR_033899,0.0,0.0,0.0,0.0
NR_033898,0.204663,0.241909,0.169471,0.17905
NM_001040458,6.797189,6.123191,4.928051,4.866728
NM_001289130,0.204658,0.11836,0.333114,0.168494
NM_001288751,0.039753,0.059268,0.0,0.036658
NR_038827,0.316515,0.326005,0.276216,0.345937
NR_038826,0.0,0.0,0.0,0.0
NM_014033,12.243747,12.287154,10.125872,10.588302
NM_014031,0.0,0.0,0.0,0.0
NM_014030,1.757372,3.839298,2.189608,3.932137
NM_014037,0.272636,0.265482,0.24308,0.254487
NM_001206540,0.006664,0.007028,0.016466,0.024939
NM_014035,2.609707,2.579307,2.447361,2.337947
NM_014034,15.871604,15.852032,15.790136,15.756744
NM_014039,1.945485,1.720027,1.83343,2.173121
NM_001206541,0.070614,0.057599,0.048936,0.04558
NR_103772_3,0.705286,0.738572,0.521903,0.592851
NR_103772_2,0.033556,0.04079,0.032934,0.040004
NM_018590,5.219166,5.408532,4.752732,4.763716
NM_015343,0.111777,0.046355,0.0,0.04572
NM_001008892,5.702576,7.365751,4.642712,4.911352
NM_015341,3.069093,3.21333,2.54105,2.810108
NM_001008894,0.733624,0.363495,0.637402,0.573773
NM_001008895,43.084858,41.828129,45.987736,46.910583
NM_015344,12.728761,12.812034,12.265136,12.513005
NM_015345,0.066166,0.064064,0.057482,0.055452
NM_001177549,0.0,0.0,0.0,0.0
NR_027379,0.0,0.003499,0.0,0.00448
NM_015349,9.711759,9.711989,9.154761,9.294035
NM_002976,0.0,0.0,0.0,0.0
NR_104300,0.161349,0.129269,0.139396,0.132644
NR_106988_19,0.0,0.056478,0.065377,0.037394
NM_002238,0.0,0.0,0.0,0.0
NM_002239,0.115099,0.707494,0.864963,0.952197
NM_001098797,0.198734,0.230145,0.193062,0.152508
NR_106988_18,0.021944,0.044856,0.023502,0.046217
NM_002232,0.0,0.0,0.0,0.0
NM_002233,0.009094,0.01915,0.014877,0.017318
NM_002230,6.670717,7.257212,6.299052,6.438463
NM_002231,2.436576,2.461435,2.377119,2.417611
NM_002236,0.045754,0.025431,0.018294,0.003533
NM_002237,1.985881,2.079384,2.121413,1.991897
NM_002234,0.0,0.0,0.0,0.0
NM_002235,0.0,0.0,0.001787,0.0
NM_001256424,0.024107,0.024193,0.024818,0.028166
NM_001256425,0.00484,0.004325,0.0,0.0
NM_001256426,0.014176,0.012423,0.005073,0.011204
NM_001256427,0.0,0.0,0.0,0.0
NM_001256420,0.05238,0.068276,0.041105,0.019027
NM_001256421,0.0,0.220552,0.0,0.0
NM_001256422,0.0,0.0,0.0,0.0
NM_001256423,0.005589,0.008918,0.008473,0.010287
NM_001256428,1.080235,1.34422,2.229234,2.773352
NM_001256429,0.135696,0.300074,0.223921,0.305814
NM_001255995,0.638101,0.516497,0.633921,0.68558
NR_073097,0.323105,0.429468,0.360909,0.477354
NM_001170544,13.654634,7.03486,13.919415,6.861571
NM_018045,5.50899,6.329427,11.991517,5.764397
NM_018042,0.014035,0.02462,0.046024,0.043926
NM_018043,0.011514,0.01005,0.01302,0.005462
NM_018040,10.325117,10.194415,11.091979,10.835302
NM_001256335,0.252979,1.707555,0.204813,0.164814
NM_198504,0.007104,0.012973,0.0,0.004988
NM_001291926,0.0,0.0,0.0,0.0
NM_018048,8.101948,7.771684,7.683452,7.455829
NM_018049,11.091555,11.547477,9.769382,10.307049
NM_001130022,0.609463,0.617543,0.621017,0.542004
NM_001256337,0.588934,1.901503,0.168073,0.689687
NR_073093,0.768731,0.829838,0.845033,0.996342
NM_001256331,0.0,0.0,0.0,0.0
NR_003224,0.0,0.0,0.0,0.0
NR_120579,0.368676,0.019299,0.030119,0.303726
NR_120578,0.0,0.0,0.0,0.0
NR_038400_2,0.672438,0.698026,0.760898,0.786799
NM_001256332,0.0,0.0,0.0,0.0
NM_014699,3.834765,4.160944,3.824494,3.95564
NM_014698,3.432643,3.414557,3.113259,3.086632
NR_120573,0.163059,0.31173,0.365794,0.55858
NR_120572,0.440323,0.228577,0.244204,0.257636
NM_014695,0.606777,0.391786,0.558991,0.489377
NR_120570,0.024887,0.005865,0.0,0.0
NR_120577,0.107315,0.258037,0.310042,0.131669
NM_014692,0.004341,0.013312,0.014462,0.026341
NM_014691,28.307018,28.371418,28.31793,27.993113
NR_120574,0.31102,0.73462,0.303476,0.0
NM_013308,0.085907,0.064575,0.054395,0.02645
NM_001289135,0.0,0.0,0.0,0.0
NR_003223,0.0,0.0,0.0,0.0
NR_027711_2,0.0,0.0,0.0,0.0
NM_001256338,2.517612,3.17653,2.052284,1.999258
NM_001099415,3.192676,3.310525,3.16702,3.161548
NM_001099410,0.298458,0.0,0.448521,0.0
NR_110706,1.57919,1.649483,1.744909,1.800114
NR_110705,0.290407,0.350103,0.419085,0.322684
NR_073098,0.3108,0.242736,0.401294,0.291253
NM_001199729,0.0369,0.019154,0.003727,0.109165
NM_014965,0.011277,0.032544,0.001663,0.008539
NM_014964,4.214694,0.381188,2.545886,2.46676
NM_014967,9.250329,9.298978,8.807373,9.017916
NM_014966,5.669847,9.384189,10.05785,3.554691
NM_001005329,0.102955,0.081744,0.082217,0.102475
NM_014960,0.0,0.0,0.0,0.0
NM_014963,3.001421,3.124362,3.015045,2.911018
NM_014962,0.17975,0.177266,0.179663,0.172158
NM_001005325,0.008894,0.00487,0.0,0.0
NR_047638,0.061246,0.0,0.0,0.0
NM_001005327,0.0,0.0,0.0,0.0
NM_001005326,0.0,0.0,0.0,0.0
NM_014969,6.1587,2.689764,6.741729,6.538812
NM_001005323,0.0,0.0,0.0,0.0
NM_014513_35,0.0,0.0,0.0,0.0
NM_176818,8.185433,8.343898,8.913562,7.053753
NM_176819,0.772092,0.72452,0.752268,0.853737
NM_176812,17.585415,18.240824,16.852493,16.959249
NM_176813,0.0,0.0,0.0,0.0
NM_176810,0.0,0.0,0.0,0.0
NM_176811,0.0,0.0,0.0,0.0
NM_176816,2.867234,2.388632,3.19047,3.26343
NM_176817,0.0,0.0,0.02729,0.031245
NM_176814,7.195421,7.169899,7.040123,7.019893
NM_176815,4.517455,4.762789,5.213775,5.255158
NM_001160305,1.812936,1.897316,2.158748,2.175967
NM_004597,50.357132,48.821983,42.497761,47.268143
NM_001002800,6.661421,9.767364,6.528398,6.954477
NM_000982_2,231.520081,232.163666,205.366104,209.161011
NM_001206942,0.0,0.0,0.0,0.0
NM_001206943,1.221902,0.989585,0.02687,0.912435
NM_001206940,0.0,0.0,0.0,0.0
NM_006077,0.027382,0.009662,0.020845,0.014512
NM_001206946,7.424967,7.770329,7.73501,5.780471
NM_001206947,0.137434,0.197321,0.21536,0.158233
NM_001171631,0.2881,0.014617,0.658594,0.510015
NM_001206945,0.042025,0.040668,0.089272,0.115139
NR_104314_2,0.12662,0.265285,0.18524,0.204721
NM_001100122,0.00143,0.000189,0.001148,0.021541
NM_001100121,0.0,0.0,0.0,0.0
NM_001100120,0.0,0.0,0.0,0.0
NM_001286342,0.0,0.0,0.0,0.0
NM_001160300,0.085915,0.030505,0.0,0.042157
NR_033441,0.011155,6.317353,0.0,6.506377
NM_001146078,0.0,0.0,0.0,0.0
NM_006073,0.0,0.011847,0.017707,0.0
NM_001277077,0.0,0.0,0.028459,0.025114
NM_001142349,0.0,0.0,0.0,0.0
NM_001142348,0.0,0.003044,0.0,0.001319
NM_001142345,0.0,0.0,0.0,0.0
NM_001142344,0.0,0.0,0.0,0.0
NM_001142343,0.0,0.0,0.0,0.0
NM_001158,0.186217,0.173458,0.210216,0.2185
NR_024225_9,0.0,0.0,0.0,0.0
NM_004308,3.206982,3.344708,2.657874,2.851063
NM_004309,19.750408,19.47611,15.704531,15.116649
NR_024225_2,0.0,0.0,0.0,0.0
NR_024225_3,0.0,0.0,0.0,0.0
NM_001150,0.0,0.0,0.0,0.0
NM_004307,2.84848,3.779879,3.5584,3.547
NM_001156,46.095497,45.370987,79.239174,78.779938
NM_001157,1.427898,1.391935,1.073667,1.924296
NM_004302,2.227328,6.600276,1.470919,6.485198
NR_024225_5,0.0,0.0,0.0,0.0
NM_006598_2,3.696484,3.589725,3.393091,3.385268
NR_030386_2,3.801953,3.612108,2.773282,2.893289
NR_024242_10,0.0,0.0,0.0,0.0
NM_032470_6,0.0,0.0,7.1e-05,1.6e-05
NM_001256339,1.332698,1.33451,0.328687,0.30812
NM_001032410,0.744719,0.58571,1.075147,0.608881
NM_006217,0.0,0.0,0.0,0.0
NM_020063,0.0,0.0,0.0,0.0
NM_020062,4.625187,4.69389,3.530911,3.675573
NM_020061,0.0,0.0,0.0,0.0
NM_001146319,0.065071,0.0,0.0,0.0
NM_020066,0.0,0.0,0.0,0.0
NM_020064,0.015586,0.0,0.0,0.0
NM_001146312,0.0,0.003781,0.0,0.0
NM_020069,0.0,0.064753,0.0,0.0
NM_001146316,0.028501,0.021714,0.020685,0.045738
NM_001146314,4.289063,5.641397,4.067134,4.1504
NM_181093,4.919133,5.733434,6.867346,0.406609
NM_024980,1.490874,1.550442,1.203986,1.070348
NM_001037164,0.308829,0.284749,0.249299,0.354165
NM_001037165,4.11734,4.135951,4.152108,4.068235
NM_001037162,0.0,0.0,0.0,0.0
NM_024989,1.761279,1.756988,1.733108,1.756364
NM_001037160,0.018048,0.007274,0.0,0.02739
NM_001037161,9.825577,9.694514,10.006083,9.870878
NM_001289107,0.463362,0.284028,0.162009,0.135462
NR_024052,0.215926,0.196181,0.264401,0.241433
NM_001284357,0.092495,0.09154,0.060673,0.035813
NR_024050,0.0,0.0,0.0,0.0
NM_001289103,4.355627,1.277839,4.569239,1.709987
NM_001289102,0.145627,0.509484,0.083609,0.508398
NM_001284353,0.008057,0.008004,0.03609,0.013705
NM_001284352,0.0,0.69667,0.007791,0.091707
NR_024059,0.638359,0.675313,0.917968,1.113926
NR_024058,13.245079,17.969727,16.612812,16.323502
NM_001284358,0.0,0.0,0.0,0.0
NM_001289109,0.015994,0.03792,0.0,0.0
NM_001289108,1.205084,1.221032,1.852177,2.081676
NM_202003,1.348449,1.324506,1.184285,1.109713
NM_202002,0.487455,0.863527,0.821666,2.252171
NM_202001,4.081792,3.922637,4.762257,5.064618
NM_202000,0.342973,0.647282,0.727584,0.931636
NM_202004,0.0,0.0,0.0,0.0
NM_001079874,0.126633,0.10245,0.169374,0.188144
NM_198896,35.107437,35.796463,35.868305,35.195557
NM_198897,14.715896,13.224242,12.54207,12.97239
NM_198892,4.44908,4.160731,4.391533,4.914814
NM_198893,0.0,0.0,0.0,1.426505
NM_198890,0.266574,0.019634,0.035286,0.296855
NM_005323,2.70559,2.073917,2.437534,2.503276
NM_198333,0.0,0.0,0.0,0.0
NM_001143804,0.083494,0.077925,0.024924,0.039638
NM_001310462,0.0,0.0,0.0,0.0
NM_139176_2,0.0,0.0,0.0,0.0
NM_181622,0.0,0.0,0.0,0.0
NM_004038_3,0.0,0.0,0.0,0.0
NM_004038_2,0.0,0.0,0.0,0.0
NR_103502_2,0.0,0.0,0.0,0.0
NR_103502_3,0.0,0.0,0.0,0.0
NM_001177701,6.989093,7.682289,7.902665,6.589071
NM_015868_18,0.0,0.0,0.0,0.0
NM_015868_19,0.0,0.0,0.0,0.0
NM_181621,0.0,0.0,0.0,0.0
NM_152592,1.235858,1.361677,1.123297,1.307335
NM_015868_17,0.0,0.0,0.0,0.0
NM_015868_12,0.0,0.0,0.0,0.0
NM_015868_13,0.0,0.0,0.0,0.0
NM_181620,0.0,0.0,0.0,0.0
NM_198990_2,0.0,0.0,0.0,0.0
NM_001114980,0.0,0.0,0.0,0.0
NM_015868_11,0.0,0.0,0.0,0.0
NR_033353_8,0.007729,0.00725,0.008739,0.007174
NR_033353_9,0.0,0.0,0.0,0.0
NR_033353_4,0.006755,0.006167,0.006923,0.006018
NR_033353_5,0.0,0.0,0.0,0.0
NR_033353_6,0.0,0.0,0.0,0.0
NM_022968_4,0.510968,0.612527,0.684886,0.456
NM_022968_3,0.051169,0.04738,0.037519,0.351929
NM_022968_2,0.571605,0.637475,0.773523,0.818407
NR_033353_2,0.00778,0.007125,0.008678,0.006884
NR_033353_3,0.0,0.0,0.0,0.0
NM_207414,0.0,0.0,0.0,0.0
NM_001114981,0.0,0.0,0.0,0.0
NM_018280,1.024123,0.905883,0.686755,0.646221
NR_026901_3,0.176087,0.170373,0.160773,0.175593
NR_026901_2,0.063239,0.071966,0.070419,0.064711
NM_001114982,0.0,0.0,0.0,0.0
NM_001171192,0.078723,0.097473,0.111687,0.0
NM_018284,0.239811,0.206054,0.273653,0.248381
NM_080686_2,1.412112,1.516946,1.305104,1.412422
NM_080686_3,1.529122,1.728322,1.292796,1.335128
NM_080686_4,1.607765,1.930412,1.419201,1.444488
NM_001171197,0.0,0.0,0.0,0.0
NM_080686_6,1.488729,1.600298,1.36568,1.426067
NM_015677,0.0,0.0,0.055433,0.0
NM_001100909,0.0,0.0,0.0,0.0
NR_026548,0.200454,0.213948,0.0,0.270694
NR_026543,0.0,0.0,0.0,0.0
NR_026542,0.0,0.0,0.0,0.007239
NR_026541,0.022906,0.03606,0.036444,0.036759
NM_018287,1.497614,1.736807,4.028669,4.007194
NR_026547,0.033462,0.060016,0.213651,0.033841
NR_026546,0.0,0.0,0.0,0.0
NR_026545,6.759909,7.659898,7.798978,7.824345
NR_026544,0.050009,0.017937,0.041379,0.042266
NM_001143757,0.256161,0.043294,0.28579,0.184687
NM_001143759,0.563965,0.927329,0.3764,0.444422
NM_001143758,0.008206,0.010854,0.022007,0.009096
NM_001177704,0.0,0.0,0.0,0.0
NM_015679,31.253014,31.332737,33.420898,34.18293
NM_001286220,0.129884,0.0,0.0,0.0
NM_181624,0.0,0.0,0.0,0.0
NM_014070,0.0,0.0,0.0,0.0
NM_001286229,0.215371,0.1319,0.092678,0.089036
NM_001146336,0.0,0.0,0.0,0.0
NM_001098409_5,0.162176,0.228898,0.261149,0.160055
NR_103544,0.0,0.0,0.0,0.0
NM_001153552,0.198603,0.230458,0.308651,0.271288
NM_001204408,0.147035,0.295244,0.226759,0.157382
NM_022551_2,490.114258,486.985107,454.647491,454.00351
NM_001204401,5.17761,4.173453,3.630895,3.757641
NM_001204403,50.269012,64.947746,53.147247,56.435432
NM_001204402,1.125534,1.449989,0.97765,0.640902
NR_003144,0.176646,0.224197,0.148899,0.183772
NM_001204406,0.0,0.0,0.0,0.0
NR_110556,0.0,0.0,0.0,0.0
NR_110557,0.0,0.0,0.0,0.0
NR_110554,0.604573,0.614986,0.648634,0.652438
NR_110555,2.338392,2.326202,1.969159,2.374408
NR_110552,0.0,0.004374,0.0,0.0
NR_110553,0.614867,0.641489,0.478607,0.570685
NR_110550,1.157376,1.408397,1.307978,1.334823
NR_110551,0.052256,0.110524,0.023506,0.064585
NM_001098409_6,0.260378,0.331248,0.328678,0.257664
NR_110558,0.0,0.0,0.0,0.0
NM_152219,3.350918,3.496107,3.054661,3.285888
